,Company,Company Description,Date Victimised,,Number of Clicks,Status,pageurl
750,eeckman.eu,"Eeckman Art & Insurance, today directed by Marc and Eric Hemeleers, grandsons of the founder, has acquired in three generations a reputation of excellence in providing advice on insurance matters pertaining to the art world. Eeckman Art & Insurance o...",10/14/2023 14:17,"15 OCT, 2022 14:04 UTC",36141,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/L5BIVxLfJTVE2fPm634abdff83bb3
751,kingteam.com.tw,King Team initially manufactured all kinds of metal stamping parts,10/14/2023 13:57,"15 OCT, 2022 14:02 UTC",39730,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/78LQnJRst9Icu64W634abd5dc1b32
752,castemark.tw,"Welcome to Castle Mark Castle Mark is a leading office seating, lounge/motion seating, and sofa manufacturer located in Dong Guan, China. The company employs over 1000 people in 3 locations. Its corporate headquarters is located in TaoYuan, Taiwan....",10/14/2023 13:57,"15 OCT, 2022 13:56 UTC",34038,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/b2JPnopj2xBhPkxa634abc169cb59
753,tokaisolidtire.com,"TOKAI Solid Tires & Tracks are made by Mouldmate Company Limited in Saraburi Thailand, using natural Thai rubber and decades of homegrown Design, R&D, Compounding, Testing, QA & Production expertise. We don't make me-too tires from a me-too compound...",10/14/2023 14:25,"15 OCT, 2022 13:52 UTC",34733,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JsctwO5hSCm4vpX7634abb2a93a56
754,oomiya.co.jp,大宮化成株式会社 大宮化成は、変化する時代のニーズに応え、産業の発展に貢献します。 大宮化成の事業は、大きく四つの分野に分かれます。 -------------------------------------------------------------- (C710) http://www.netricoh.com/ soumu@oomiya.co.jp...,10/14/2023 13:49,"15 OCT, 2022 13:34 UTC",50698,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hk1dhErTsRFEtij6634ab6f576e3a
755,centurion.com.pl,"Drzwi wewnętrzne - Producent Centurion-R Wysoka jakość drzwi i bogata linia wzornicza. Nowoczesne produktu i solidne wykonanie. Posiadamy w ofercie drzwi wewnętrzne, drzwi akustyczne",10/14/2023 13:49,"15 OCT, 2022 13:29 UTC",33943,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7R2atn1AXt25HKMD634ab5ade2787
756,quantumce.com,Quantum Consulting Engineers is a Seattle based structural engineering firm specializing in the structural design for new and existing buildings.,10/14/2023 13:49,"15 OCT, 2022 13:19 UTC",34287,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/0HkOa1poKwQ8jQpv634ab36d56589
757,groupesavoie.com,"Decades of know-how and innovation in hardwood processing. Groupe Savoie is truly your best resource when looking for a reliable hardwood sourcing partner. Founded in 1978, we have carved an enviable reputation as a leading producer of a wide range...",10/14/2023 13:50,"15 OCT, 2022 13:15 UTC",34921,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/9emSdLbmQx57qV1O634ab28be206f
758,eureka-puzzle.eu,"Today we offer over 111 unique puzzle designs, devided into 2 well-known brand names: Eureka 3D Puzzles and Huzzle Cast Puzzles. Both ranges find their way to more than 40 countries. In 2010 we created our own activity range Acrobat, which mostly...",10/14/2023 13:50,"15 OCT, 2022 13:05 UTC",37098,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/QcGon9bkjuPXywHU634ab0297efe2
759,tamhash.co.il,"Tamash company specializes in the development, production and sale of electric cabinets and various metal products.",10/14/2023 13:51,"14 OCT, 2022 13:42 UTC",32894,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/KUH2OGSXvI7IPTCd63496733b1435
760,mk.co.th,"Continue to build on company strength of low rise residential estate development Continue to build on company strength of low rise residential estate development Leverage Chuan Chuen brand and ensure to make quality value for money homes. Chuen""...",10/14/2023 13:52,"14 OCT, 2022 13:33 UTC",38188,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/69DiV0WlHsbVglHI6349651959d95
761,villajuris.be,Villa Juris Advocaten 15 GB data villajuris.be/privacy-verklaring,10/14/2023 13:57,"14 OCT, 2022 13:24 UTC",30655,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ywU1LTnbpUZkrNJd634962f2da755
762,heronconstruction.co.nz,"heronconstruction.co.nz Heron Construction is a family owned and operated marine construction company that specialises in using backhoe dredgers for marine dredging. Established in 1964, our team has been providing construction companies with a qual...",10/14/2023 14:15,"14 OCT, 2022 13:16 UTC",27662,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/gXPszwytih5IRH0H634961141cde7
763,kilvington.vic.edu.au,"Kilvington is an independent, coeducational Baptist school in Melbourne with a strong sense of community and a rich history, offering comprehensive education from Early Learning to VCE.",10/14/2023 13:52,"14 OCT, 2022 12:49 UTC",28598,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JobARlrWd68u2XcI63495af603381
764,bankruptcypa.com,"Customer information, passports, bank accounts, audio calls, personal data",10/14/2023 14:16,"14 OCT, 2022 12:14 UTC",30122,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/VG9nU8PzShAH4l3D634952c3b2803
765,nelsonautohaus.com,"Manufactures and sells campers. It features a light truck with a back camera and a flat body with a refrigerator. It also conducts maintenance, and also sells parts for automobiles and imported cars. facebook.com/NelsonsAutohaus/",10/14/2023 13:53,"13 OCT, 2022 16:39 UTC",30878,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jncBca54Fm3xi2lt63483f39ecac7
766,marktel.es,"Marktel, the Full BPO company that brings people and customers together The contact center that relies on innovation and empathy to bring people and clients together When you care about people, distances are shorter, but services don't change Full BP...",10/14/2023 13:54,"12 OCT, 2022 14:53 UTC",29187,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2TKuSBWLO9Xj8wYh6346d4df63eea
767,bigcenters.rs,Financial documents of company,10/14/2023 13:59,"12 OCT, 2022 04:18 UTC",41616,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/u7m17FBxelwkISnE6346400152197
768,mtrx.com,"Matrix Networks provides IP communication and information technology solutions in the areas of voice, wireless internet, video collaboration, and cloud.",10/14/2023 13:54,"12 OCT, 2022 04:09 UTC",34151,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/HIgjWrYSBAqvoxyq63463e05f3545
769,mtrx.com,rpca.com.au,10/14/2023 13:55,"12 OCT, 2022 04:08 UTC",35825,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Sceg4qpWhuBbgmpv63463db8bd7bb
770,mtrx.com,stileslawyers.com,10/14/2023 13:55,"12 OCT, 2022 04:00 UTC",28209,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/NjffSma4v3ULcYoC63463bf6c3447
771,mtrx.com,clarkekann.com.au,10/14/2023 13:56,"12 OCT, 2022 03:48 UTC",32770,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/IkrEkAJhdTg1isHG63463927ca697
772,mtrx.com,nationaltrust.com,10/14/2023 14:01,"12 OCT, 2022 03:47 UTC",30175,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/4qxvW7sec69Obej4634638b7cf4b3
773,tdwood.com,"Thomas D. Wood and Company is a privately held real estate investment banking firm specializing in Florida’s commercial and Multi-family real estate capital markets. Founded in 1987 by Thomas D Wood Sr. and Thomas D Wood Jr., the company has become o...",10/14/2023 13:57,"10 OCT, 2022 14:36 UTC",38210,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/0xnVqy55jXu0bd1163442dd1302ad
774,jtchapman.com,"JTCHAPMAN 300GB PUBLISH P.O. Box 560523 Dallas, TX 75356 Telephone (972) 721-0080 Fax (972) 438-5507 Sales@JTChapman.com",10/14/2023 13:57,"10 OCT, 2022 13:18 UTC",26777,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jNI3y8lrtyAoVAL163441bbe8c941
775,polycube.co.th,"POLYCUBE COMPANY LIMITED 3 Promphan 3 Building, 9th Floor Soi Ladprow 3, Ladprow Road, Jomphol, Jatujak, Bangkok 10900 Thailand Phone: (+66) 2024-6826. Email: contact@dcc.co.th.",10/14/2023 13:57,"10 OCT, 2022 10:20 UTC",31523,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1m3fVazPui1qPloC6343f1eae7bed
776,dmcinet.com,"Lots of information on projects by Hyundai E&C, Samsung C&T, Space DCP Pte Ltd, ePLDT and others. All contracts, contracts, and agreements, financial documents, personal data of employees. Customer information. T:+63 2 8888 3624 Joselito C. Huko...",10/14/2023 13:58,"10 OCT, 2022 09:49 UTC",31175,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wLWT9AmdNSzrHhMc6343eaa37b2c7
777,securityalliancegroup.com,"Founded in 2001, Security Alliance has grown steadily and currently employs more than 1,400 security professionals in four countries. While maintaining the small company feel, Security Alliance has developed a network of resources and partnerships th...",10/14/2023 14:18,"09 OCT, 2022 21:50 UTC",27548,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DWQb9CLR4aYen57L634342105f07f
778,cedemo.com,"Since 2008, Cedemo has established itself as a leading entertainment database service agency specializing in video games, toys and DVD/BluRay.",10/14/2023 13:59,"09 OCT, 2022 13:17 UTC",29109,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/yo6xref3nEI9eJac6342c9e2e7724
779,alliedusa.com,"Allied builds the highest quality desks and tables for education and business users, Top quality, made in the USA, classroom, medical office, retail",10/14/2023 13:59,"09 OCT, 2022 13:11 UTC",31516,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/XUmKaAlAsEA0Pe626342c89057980
780,dragages-ports.fr,"dragages-ports.fr Le groupement d’intérêt économique (GIE) DRAGAGES-PORTS a été créé en 1979. Les membres de ce GIE sont l’Etat (Ministère des Transports), les sept grands ports maritimes métropolitains (Dunkerque, Le Havre, Rouen, Nantes-Saint-Naza...",10/14/2023 13:59,"09 OCT, 2022 13:04 UTC",38105,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/UB91XkczEbkNKOT56342c6fbbec9b
781,buydps.com,"Your Packaging Partner As Florida's largest privately owned distributor of corrugated products and packaging supplies, our committment to our customers is the cornerstone of our business",10/14/2023 13:59,"09 OCT, 2022 12:55 UTC",31638,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ajlR9yvT6iwoiIS86342c4ca3f5ab
782,seaviewresortkhaolak.com,"Seaview Resort Khao Lak is set on Nang Thong Beach, an extensive stretch of fine sands framed by the emerald blue waters of the Andaman Sea and against a verdant mountainous background. The resort offers a choice of accommodation options ranging fro...",10/14/2023 13:59,"30 SEP, 2022 21:07 UTC",45515,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/HcmbcVNL12hzN15e63375a764e053
783,hriindia.com,HRI is India’s fastest growing manufacturer and marketer of premium beauty products. We blend ancient Ayurveda and modern science to revamp the world of beauty and provide the best products to our customers all over the world.,10/14/2023 14:17,"30 SEP, 2022 19:06 UTC",28666,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ejhGYmPxT6msVTg163373e1c371ff
784,kimed.pl,"Centrum Rehabilitacji KiMed oferuje Państwu szeroki wachlarz usług fizjoterapeutycznych w zakresie rehabilitacji ruchowej. Nasze Centrum posiada salę do kinezyterapii i do fizykoterapii oraz gabinet masażu. Leczymy schorzenia układu nerwowego, kostne...",10/14/2023 14:00,"30 SEP, 2022 19:02 UTC",33812,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/mYlth9ReOT4psFXo63373d4c4701c
785,aidsalabama.org,"The Way Station Capital Campaign. Located at the corner of 3rd Avenue and 7th Street North, the Way Station is designed to serve the very unique needs of homeless, runaway, and at-risk youth. In order to best serve this often unseen and especially vu...",10/14/2023 14:02,"30 SEP, 2022 18:33 UTC",28259,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/fp1DkRByPi3noxBk6337367ec2b22
786,toyotaalabang.com.ph,"Toyota Alabang, Inc (TAI) is an authorized Toyota Dealer Franchise of Toyota Motor Philippines Corporation. TAI engages in the sale of Brand New Toyota Vehicles, Genuine Parts, and Services. Alabang-Zapote Rd. cor. Filinvest Ave. Muntinlupa City +6...",10/14/2023 14:22,"30 SEP, 2022 16:26 UTC",46624,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/TjwilMduCHntNpZk633718bc8038a
787,samyang.com,"2 terabytes of multimillionaire company's private information. 삼양홀딩스. 삼양홀딩스-에이조스바이오, 핵산전달체용 양이온성 지질 개발 위해 연구 협력. 2022.09.19. 삼양사. 삼양사 큐원 상쾌환, '2022 대한민국브랜드대상' 전사 부문 대상 수상. 2022.09.19....",10/14/2023 14:08,"29 SEP, 2022 07:52 UTC",30961,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7Z4y8tajNIpqfmkA63354ecb326c3
788,bew.co.th,"Bangkok Eagle Wings Co.,Ltd. 67/14 MU5 CHUAM SAMPRAN RD. KOKFAD, NONGCHOK, BANGKOK THAILAND. TEL.02 543 1768-9, 02 543 1391, 02 103 1174, 02 103 1175 FAX : 02 543 1726, 02 543 1065 E-mail : info@bew.co.th",10/14/2023 14:18,"27 SEP, 2022 18:02 UTC",42252,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/S5c0PoHWHi3RPxtc63333abfbcc0b
789,vitalityhp.net,"1 part data. Headquartered in Boston, Commonwealth Care Alliance® (CCA) is a not-for-profit integrated care system influencing innovative models of complex care across the country. Mission-driven and person-centered, CCA singularly focuses on sustai...",10/14/2023 14:02,"27 SEP, 2022 09:57 UTC",35341,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/XXdLthUJfggqCJaN6332c90dca6e2
790,bliss-d.com,"BLISS Co., Ltd. Business content Architecture, planning, design, construction, design, comprehensive real estate consulting Construction Business Permit/Minister of Land, Infrastructure, Transport and Tourism Permit (General-2) No. 23911 First Cla...",10/14/2023 14:29,"26 SEP, 2022 11:40 UTC",44656,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/3ya14Wy9AgQqOnkk63318faa98c15
791,"nihonsakari co. , ltd","Nihonsakari Co. , Ltd Nihonsakari Co., Ltd. ( Nihonsakari Co., Ltd. ) is a Japanese sake brewing company headquartered in Yokai-cho, Nishinomiya City , Hyogo Prefecture , and a sake brewing brand released by the company. A sake brewer in Nishinomiya...",10/14/2023 14:03,"26 SEP, 2022 10:32 UTC",40562,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/yc1CeB0wE9sU2djJ63317fc02f1a9
792,hdhopwood.com,"H D Hopwood and Co www.hdhopwood.com 3 Carifta Ave Box 165 Kingston Kingston 11 Jamaica +876 923 8481 H.D. Hopwood & Company Limited is a leading distribution company in Jamaica, having been in existence for over 80 years representing p...",10/14/2023 14:03,"25 SEP, 2022 16:39 UTC",38767,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/b3dK3xkQwndbiFf86330845b5064d
793,melorita.com,Melorita Healthcare is a leading healthcare recruitment agency in Malaysia with over 40 years' experience in providing healthcare professionals,10/14/2023 14:03,"25 SEP, 2022 14:08 UTC",34335,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Ib2edOHFAjGtEfVz633060e2d052d
794,multicareinc.com,"MultiCare Hospitals & Physicians Clinics · Idaho, United States · 322 Employees MultiCare is a local business, operated by a local family, caring for the people of this local community.",10/14/2023 14:03,"25 SEP, 2022 13:49 UTC",39600,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/pYPvyh3vZRVSdD1a63305c81eff2c
795,rbroof.com,UPDATED!!! Phone Number: (888) 260-3947 Owners phone numbers: Doug Reader (214) 221-5000 ext 221 Kevin Ballard (214) 221-5000 ext 222 But external not working... CEOs completely ignored our calls and said they didn't care about a...,10/14/2023 14:03,"23 SEP, 2022 15:03 UTC",34090,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2XA2PiSN578lxPr0632dcad47cbfe
796,idtech.com.tw,Interactive Digital Technologies Inc (IDT) was established in 2003 with an initial focus on the Media industry.,10/14/2023 14:05,"22 SEP, 2022 18:07 UTC",29216,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/UrnfNJbxGLTY8Yno632ca471aab2f
797,congerbuilt.com,"When Larry Conger founded Conger Construction Group in 1992, he had a vision of building a company that would act with integrity in every project, no matter what the challenge. Since then, we’ve established ourselves as one of the most respected cons...",10/14/2023 14:19,"22 SEP, 2022 14:01 UTC",38901,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hs7OgMaa0hy6HAKf632c6ad721450
798,webnordeste.com.br,"Web Nordeste manufactures equipment and provides services for the Oil & Gas industry, according to API standards. Files contains Administrative and Finance files",10/14/2023 14:09,"22 SEP, 2022 10:45 UTC",34734,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/oprs39OqRuyZBfoS632c3cc6355b4
799,thorguard.com,"THOR GUARD began manufacturing Lightning Prediction Systems in 1973. Over the last 50 years, we have studied thousands of hours of Lightning Strike Data over the millions of hours of our systems operations - all for the purpose of continually improvi...",10/14/2023 14:06,"22 SEP, 2022 08:24 UTC",34197,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/NsFDweZOcBZ0MVmA632c1bbf899ba
800,scrd.ca,"The Sunshine Coast Regional District (SCRD) is the regional government serving the residents of the Sunshine Coast. Formed in 1967, the SCRD is one of 27 regional districts that were designed to establish a partnership between electoral areas and mem...",10/14/2023 14:06,"21 SEP, 2022 15:26 UTC",34162,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7YTsOkqsBZhzHT4A632b2d2dbd148
801,yourprivateitaly.com,"Your Private Italy it THE luxary travel, destionation management specialist to italy. We arrange luxury travel that is custom designed especially for you, the educated traveller, looking to experience Italy in a truly distinctive and authentic manner...",10/14/2023 14:06,"21 SEP, 2022 15:24 UTC",37307,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Ksf0V7pNNwF6HIc3632b2cb5bb19e
802,uide.edu.ec,UIDE - Universidad Internacional del Ecuador is the leading international university in Ecuador.,10/14/2023 14:07,"21 SEP, 2022 15:23 UTC",36766,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/zkpgWSIiBU6TNmPR632b2c578c867
803,parrottsims.com,We are a full-service law firm providing our clients with superior legal services by leveraging our resources and personnel to deliver timely legal advice... Phone: +1 832-485-6000,10/14/2023 14:07,"21 SEP, 2022 15:07 UTC",44433,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/15WIYKgTiyZXHFij632b28b0d4b47
804,elementnor.no,Betoncentrale in Noorwegen,10/14/2023 14:07,"20 SEP, 2022 08:08 UTC",33317,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/pXNIXYHx41ZnpXDo6329751800a17
805,mts.mektec.com,"Mektec Trading (Shanghai) Co., Ltd",10/14/2023 14:07,"19 SEP, 2022 20:46 UTC",28644,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/YNw8AyMJ4IdksUVR6328d51e3ce12
806,psi.com.tw,"Phoenix Silicon International was established in 1997, and was started from Wafer Reclaim Department. Then, it developed to Wafer Thinning Department and Wafer Integration Department. PSI takes technological innovation and high quality as the goals,...",10/14/2023 14:21,"19 SEP, 2022 20:43 UTC",35547,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/RLYyumCrxZFSC4yq6328d45ca2b0a
807,ducanh.com,"ducanh Manufacturing, printing, trading and import-export plastic packages (Vietnam)",10/14/2023 14:08,"19 SEP, 2022 20:34 UTC",34974,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/8iAAgtjqfGDa9eRP6328d256e573f
808,okibrasil.com,"OKI Brasil is the banking automation, business automation, and IT services company of the Japanese OKI group in Latin America and Europe. WE HAVE 40 GB CONFIDENTIAL DATA",10/14/2023 14:08,"19 SEP, 2022 20:13 UTC",32574,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/rOS93VaCXKrOLo8o6328cd822b088
809,franckbeun.fr,"Franck Beun - Edifice & Habitat Franck Beun - Edifice & Habitat est une entreprise de Maçonnerie, Plâtrerie, Menuiserie, Taille de Pierre, Carrelage et Assainissement. Franck Beun Edifice & Habitat est de la catégorie » Bâtiment et construction » q...",10/14/2023 14:08,"19 SEP, 2022 18:31 UTC",40051,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/CmXEkf0F7GbrD3TF6328b579cf23a
810,hering-heinz.de,"Ihre Spezialisten für Sanitär, Heizung, Badgestaltung und vieles mehr aus Pottum - Hering & Heinz .",10/14/2023 14:08,"19 SEP, 2022 09:25 UTC",33991,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/CKs4VVRg4r0meEl76328359833a26
811,"first bounty payout $50,000","On July 6, 2022, the first bounty payment of 50 thousand dollars was made for the bug report in the encryption software, which was fixed on the same day. The bug was that it was possible to decrypt any vmdk or vhdx file for free, since the beginning...",10/14/2023 14:08,"17 SEP, 2022 02:39 UTC",31784,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ZHkc67s5VzCtlwKW63253371581e1
812,ces-conditionneur.fr,"Spécialiste du conditionnement à façon préparer - conditionner - emballer Produits pâteux, liquides, semi-liquides - Poudres Industriel Seringues et cartouches - mono et bi-composant - Tubes aluminium et plastique Pots, flacons, bidons, seaux Sachets...",10/14/2023 14:08,"16 SEP, 2022 03:25 UTC",29608,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/lEsThlYPhDZTIkWo6323eca4a6a5c
813,kaffeeberlin.com,"Le Kaffee Berlin est une idée, une vision de l'art de vivre à Berlin et nous avons réussis à grandir tout en restant fidèles à nos amours d'origine. Nos 5 restaurants à Lyon vous proposent un voyage culinaire au coeur de la capitale allemande : Un me...",10/14/2023 14:08,"16 SEP, 2022 03:23 UTC",29397,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/lKFJVNgR3ed2ZYSP6323ec4fb596e
814,scottobrothers.com,"Distinct Venues In Long Island Scotto Brothers, The Trusted Name In Hospitality Family-owned and operated since 1961, Scotto Brothers is a leading name in Long Island hospitality. We have the history, experience and passion to handle every moment of...",10/14/2023 14:08,"16 SEP, 2022 03:17 UTC",29353,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/THlmj2Dvz47bLU8Y6323ead966642
815,equatortrustees.com,"Contact Us Equator Trustees Limited is licensed by the Seychelles Financial Services Authority (FSA) as a Corporate and Trustee Service Provider, and has offices in Victoria, the capital city of Seychelles on the island of Mahe. Our principals are ex...",10/14/2023 14:27,"16 SEP, 2022 03:16 UTC",29225,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/qabHRyunSTAF7Lsb6323ea75e0c4a
816,software-line.it,Un gruppo di professionisti per progettare con te il tuo Sistema Informativo. L'evoluzione dell'impresa e dei suoi professionisti è stata nell'acquisire esperienze e capacità per accompagnare i clienti nella progettazione e realizzazione delle loro t...,10/14/2023 14:15,"16 SEP, 2022 00:03 UTC",34445,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/NiLxXygDEfvo3lJ76323bd5d81dcf
817,dss-cz.com,"UPDATED!!! ALL DATA PUBLISHED!!! We are pleased to introduce you to DSS company that is one of the suppliers of weapons to Ukraine, Russia, Somalia, Kenya. We have downloaded about of 200Gb private data: confidential contracts to supply of weap...",10/14/2023 14:09,"15 SEP, 2022 15:05 UTC",34635,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2hK5GcxgBXXZvFBV63233f26d36af
818,nakamuracorp.co.jp,"Business content Import, processing, and wholesale of raw materials for compound feed Import, processing, and wholesale of raw materials for organic and inorganic fertilizer Real estate rental business (Kanda Ogawamachi Nakamura Building) Import a...",10/14/2023 14:09,Not found,40102,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Xv6Nay93vSk63ZrA6322f625f139d
819,aliat.group,Hotline: 1900555538. Email: contact@aliat.group. www.aliat.group. HO CHI MINH CITY HA TINH CITY CAN THO CITY. HA NOI CITY BAC NINH CITY PHNOM-PENH CITY,10/14/2023 14:09,Not found,29652,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/bFfZ9yTRtDhTlYzw632251b34d1ce
820,d-securite.com,"D -Sécurité Groupe spécialiste en Santé Publique, détient les marques Défibrillateur France et Qualit-Air. Découvrez nos défibrillateurs et nos purificateurs d'air. Nous recrutons - Contactez-nous 04 78 200 278 contact@d-securite.com Passer au conten...",10/14/2023 14:10,"14 SEP, 2022 22:08 UTC",29667,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/BMphp2VKURiNbUZs632250d7e71d4
