,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
538,scandia.ro,"Scandia Food is the market leader in meat-based canned food in Romania, leading the liver pâté category with a volume market share of over 43% (source: AC Nielsen, AS 2018), but also covering other segments such as vegetable pâté, meat and canned foo...","02 FEB, 2023 22:51 UTC",27983,Published,Nederland,Apparel Manufacturing,,,,,,,,,,,,,,,,,
539,kostika.co.il,"Stolen 250gb Decades of years in the industry, combined with unique abilities, Give the Kostica group the opportunity to translate the language of architects For practical construction solutions that fulfill any plan, at any height, in any shape...","02 FEB, 2023 22:45 UTC",28298,Published,,,,,,,,,,,,,,,,,,,
540,elsan.care,"stolen: 821 GB. data: marketing, finance, information of all departments of one of the company's clinics, numbers, personal data of employees, contracts, reports, internal and external contracts with policyholders, subsidiaries, etc. Elsan is a m...","24 JAN, 2023 12:26 UTC",28256,Published,,,,,,,,,,,,,,,,,,,
541,newbridge.org,"Founded in 1963, NewBridge Services is a non-profit organization that provides mental healthcare services to individuals of all ages.","16 FEB, 2023 09:28 UTC",24929,Published,Singapore,Human Resources,,,,,,,,,,,,,,,,,
542,plasmasurgical.com,"PlasmaJet – the first device to use entirely Pure-Plasma for surgery – is privately held by Plasma Surgical based in Atlanta (GA), USA. We are experts in plasma energy with pioneering research in medical plasma technology and a robust patent portfol...","02 FEB, 2023 22:01 UTC",27629,Published,United Kingdom,Wellness and Fitness Services,,,,,,,,,,,,,,,,,
543,tjel.net,AboutUs: Thai Jurong Engineering Limited (TJEL) was incorporated in December 1988. The company's core business is to provide engineering and construction services in the power generation sector. It also undertakes plant erection for industrial plant...,"01 MAR, 2023 10:09 UTC",25739,Published,ประเทศไทย,Oil and Gas,,,,,,,,,,,,,,,,,
544,egas.no,,"01 MAR, 2023 07:31 UTC",24856,Published,Egypt مصر,Oil and Gas,,,,,,,,,,,,,,,,,
545,laxmi.com,,"01 MAR, 2023 06:45 UTC",21634,Published,,,,,,,,,,,,,,,,,,,
546,indigo.ca,"Indigo Books & Music Inc., known as ""Indigo"" and stylized ""!ndigo"", is Canada's only major English-language bookstore chain. It is Canada's largest book, gift, and specialty toy retailer, operating stores in all ten provinces and one territory, and t...","28 FEB, 2023 20:39 UTC",23151,Published,India,Airlines and Aviation,,,,,,,,,,,,,,,,,
547,hafele.com,"Furniture fittings, architectural hardware, electronic locking systems - Häfele. The hafele.com website is currently being reactivated. On the night of February 2, 2023, there was a ransomware attack on the IT systems of the Häfele Worldwide Group fr...","28 FEB, 2023 20:20 UTC",22834,Published,Singapore,Building Materials,,,,,,,,,,,,,,,,,
548,princepalace.co.th,"With six restaurants and bars, Prince Palace Hotel is passionate about serving guests delightful eating and drinking experiences, including at celebrated Cantonese, Japanese, Thai and international restaurants and a scenic pool bar. The two curvaceou...","28 FEB, 2023 12:24 UTC",37771,Published,,Hospitality,,,,,,,,,,,,,,,,,
549,nokair.com,Nok Air is a low-cost airline in Thailand operating mostly domestic services out of Bangkok's Don Mueang International Airport. Thai Airways International owns the fourth-largest stake in the airline.,"28 FEB, 2023 12:22 UTC",22442,Published,,Airlines and Aviation,,,,,,,,,,,,,,,,,
550,haeco.com,"Hong Kong Aircraft Engineering Company Limited is one of the world's leading independent aircraft engineering and maintenance groups with its head office located at Hong Kong International Airport. Established in 1950, the HAECO Group comprises 16 op...","28 FEB, 2023 12:20 UTC",22882,Published,,,,,,,,,,,,,,,,,,,
551,df.senac.br,"Senac Distrito Federal - DF Conheça Nossos cursos! Inovação na Prática! revolucione o seu futuro! cursos livres Aprenda com cursos rápidos, práticos e conectados com as inovações do mercado. Acessar cursos Técnicos Cursos práticos e de média duração...","28 FEB, 2023 12:19 UTC",22328,Published,,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
552,georgeleslie.co.uk,"George Leslie is a Civil Engineering Contractor that has operated in Scotland for nearly 60 years. Based in Barrhead, East Renfrewshire, we operate across Scotland and beyond working on Marine projects, Water Management, Infrastructure and Energy.","28 FEB, 2023 12:16 UTC",22103,Published,United Kingdom,Civil Engineering,,,,,,,,,,,,,,,,,
553,wmich.edu,"Western Michigan University is a public research university in Kalamazoo, Michigan. It was initially established as Western State Normal School in 1903 by Governor Aaron T. Bliss for the training of teachers.","28 FEB, 2023 12:13 UTC",21851,Published,United States,Higher Education,,,,,,,,,,,,,,,,,
554,cobcreditunion.com,At COB we hold the opinions of every member in the highest regard. Our decisions are truly influenced by the wishes and needs of our members. 300 Million + Borrowed 60 Thousand + Members Explore What COB Has To Offer Let us help you make the best fin...,"28 FEB, 2023 12:12 UTC",21785,Published,Barbados,Financial Services,,,,,,,,,,,,,,,,,
555,globalcommunities.org,Global Communities is a global development organization that has grown to reach over 35 countries per year. The non-profit organization was founded in 1952 as the Cooperative Housing Foundation and provided affordable housing for low-income families...,"28 FEB, 2023 12:09 UTC",21362,Published,United States,International Trade and Development,,,,,,,,,,,,,,,,,
556,lsa-international.com,"LSA International is one of Europe's leading brands of contemporary handmade glass & high quality porcelain. Shop for Wine glasses, Vases and glassware.","28 FEB, 2023 06:59 UTC",23567,Published,,Manufacturing,,,,,,,,,,,,,,,,,
557,hico-ics.com,"HiCo-ICS has been a leading global provider of enterprise IT-solutions for industry, authorities and communities since 1997. HiCo-ICS provides process and system integration, information networking of technical logistic documentation and product info...","28 FEB, 2023 06:49 UTC",37446,Published,Österreich,Aviation & Aerospace,,,,,,,,,,,,,,,,,
558,rosenbauer.com,rosenbaueramerica.com Rosenbauer is the world's largest producer of custom fire trucks worldwide with 14 factory locations and more than 150 years of experience. rosenbauer\veeam_admin:R%senbau3r2017! administrator@vsphere.local R0s3nb@u3r 232GB,"27 FEB, 2023 11:02 UTC",11393,Published,Österreich,Automotive,,,,,,,,,,,,,,,,,
559,ilfsindia.com,"IL&FS has been registered as a Systemically Important Non-Deposit Accepting Core Investment Company. On October 01, 2018, based on a petition by Union of India, the erstwhile Board of Directors was suspended by the NCLT with immediate effect and New...","27 FEB, 2023 09:05 UTC",29784,Published,,Investment Banking,,,,,,,,,,,,,,,,,
560,royalmailgroup.com,"Last chance to prevent leaks of royal information. We are ready to make a discount, remove the stolen information and provide a decryptor for 40 million dollars. There will be no more delays, after the timer expires all the data will be released.","06 FEB, 2023 12:55 UTC",40903,Published,United Kingdom,Truck Transportation,,,,,,,,,,,,,,,,,
561,skylinetrisource.com,"Find the right fit for your brand with Skyline Trisource Exhibits and Environments in Cleveland. We create custom exhibits, without the custom price tag. Our high-impact graphics, modular structures and comprehensive services make great exhibit desig...","22 FEB, 2023 11:24 UTC",22807,Published,United States,Advertising Services,,,,,,,,,,,,,,,,,
562,cotteeparker.com.au,"Founded in 1989, Cottee Parker combine intellect and creativity with a skilful, sensitive approach to design. We design considering culture, environment and the human condition to produce responsive and sustainable solutions. We use our experience, s...","22 FEB, 2023 09:42 UTC",27694,Published,Australia,Architecture and Planning,,,,,,,,,,,,,,,,,
563,beacontech.net,"Since 1999 Beacon Technologies has been a leading partner in the transformation of the Nashville landscape through an integrated process of delivering Telecom, Audio Visual and Life and Safety expertise to the design and development of leading edge c...","21 FEB, 2023 21:39 UTC",23386,Published,,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
564,treves-group.com,Trèves est un groupe industriel spécialisé dans la fourniture d'équipements pour l'industrie automobile. 250 GB DATA example creds ESXI https://10.230.1.11/ui/ root:oel28&CP https://10.230.1.21/ui/ root:oel28&CP https://10.230.1.15/ui/ root:oel2...,"21 FEB, 2023 20:52 UTC",26307,Published,France,Motor Vehicle Parts Manufacturing,,,,,,,,,,,,,,,,,
565,lyonhealy.com,"From the hallowed halls of the New York Philharmonic to the Bolshoi Ballet, Lyon & Healy Harps is acclaimed throughout the world for its remarkable depth and clarity of sound, breathtaking designs, and rich heritage of quality craftsmanship. With 130...","21 FEB, 2023 20:14 UTC",22184,Published,,,,,,,,,,,,,,,,,,,
566,carlocksystems.com,Car Lock Systems is dé leverancier van autosleutels en autosloten voor automotive bedrijven.,"20 FEB, 2023 08:32 UTC",26099,Published,Nederland,Productie motorvoertuigen,,,,,,,,,,,,,,,,,
567,womgroup.com,"womgroup.com/location/wom-asia-pacific an internationally recognized multinational company. We are a fully vertically integrated organization, which allows us to provide the highest level of quality control at every stage of the production process...","19 FEB, 2023 15:11 UTC",26350,Published,United States,Oil and Gas,,,,,,,,,,,,,,,,,
568,anthonymartin.be,Anthony Martin encourage une consommation responsable de ses bières. En entrant dans ce site vous reconnaissez avoir l'âge légal pour boire de l'alcoo,"19 FEB, 2023 15:04 UTC",23603,Published,,,,,,,,,,,,,,,,,,,
569,elliotthomes.com,"Find your new construction home by Elliott Homes, home builder in Sacramento CA, Phoenix AZ and Yuma AZ. Explore our new home communities today!","19 FEB, 2023 15:01 UTC",22225,Published,United States,Real Estate,,,,,,,,,,,,,,,,,
570,laremo.de,"Laremo Ihr Spezialist für Landtechnik, Nutzfahrzeuge, Baumaschinen, Fahrzeug- und Umwelttechnik, Stahlbau, Reifencenter, Traktoren, Mähdrescher, CLAAS, IVECO in Thüringen Greiz, Gera, Jena, Erfurt.","19 FEB, 2023 14:57 UTC",21855,Published,Maroc ⵍⵎⵖⵔⵉⴱ المغرب,Higher Education,,,,,,,,,,,,,,,,,
571,servicesfinanciersjdf.com,JDF Services financiers est un cabinet d'assurances collectives et de personnes spécialisé dans le domaine depuis le début des années 90.,"19 FEB, 2023 14:54 UTC",18612,Published,,,,,,,,,,,,,,,,,,,
572,jetboxcargo.com,"El Corporativo JetBox como especialista en el servicio de logística internacional, posee una amplia trayectoria en transporte aéreo y marítimo, con origen en Estados Unidos para Costa Rica. Cuenta con su propia Agencia Aduanal y ofrece los servicios...","19 FEB, 2023 14:49 UTC",21657,Published,Costa Rica,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
573,bakermechanicalinc.com,Baker Mechanical Inc. is a family-oriented company that prides itself on ensuring unsurpassed customer satisfaction.,"19 FEB, 2023 14:44 UTC",22460,Published,United States,Construction,,,,,,,,,,,,,,,,,
574,championfp.com,"Founded in Savannah in 1983, Champion Fire Protection has been a market leader in design, fabrication, and installation of fire sprinkler systems.","18 FEB, 2023 15:06 UTC",22111,Published,United States,Construction,,,,,,,,,,,,,,,,,
575,inowai.com,"Using the human factor as the driving force of excellence and quality as the lever of productivity, INOWAI has established itself as a leader in residential and professional real estate consulting in Luxembourg for more than 20 years.Our goal: to off...","18 FEB, 2023 09:37 UTC",23323,Published,Lëtzebuerg,Immobilier,,,,,,,,,,,,,,,,,
576,aguasdoporto.pt,"Aguas do Porto is a municipal water utility company that manages full water cycle including water supply, wastewater drainage.","18 FEB, 2023 09:34 UTC",21910,Published,,,,,,,,,,,,,,,,,,,
577,diavaz.com,The DIAVAZ Group is an organization of companies and strategic alliances created mainly to provide integrated solutions for the oil industry using the most advanced technologies available on the market.,"18 FEB, 2023 09:25 UTC",21152,Published,,,,,,,,,,,,,,,,,,,
578,isosteo.fr,"Institut Supérieur d’Ostéopathie Lyon, ISOstéo Lyon a participé activement à la création du 1er enseignement de l’ostéopathie en formation initiale post-bac. Le Diplôme d’Ostéopathie (D.O) délivré par ISOstéo Lyon est reconnu Niveau 7 RNCP et permet...","18 FEB, 2023 09:15 UTC",21285,Published,France,Higher Education,,,,,,,,,,,,,,,,,
579,primorossi.com.br,Invista em seu sonho de forma planejada. Adquira seu consórcio de forma prática e segura. Confie em quem tem mais de 50 anos de tradição. Saiba mais!,"18 FEB, 2023 09:12 UTC",21096,Published,Brasil,Serviços financeiros,,,,,,,,,,,,,,,,,
580,innophaseinc.com,"InnoPhase is a fabless semiconductor company that develops innovative and efficient RF architectures using CMOS technology. Building on our previous experience with WLAN IoT products, we have now turned our attention to building energy efficient radi...","17 FEB, 2023 23:41 UTC",22034,Published,United States,Semiconductor Manufacturing,,,,,,,,,,,,,,,,,
581,hotdesk.me,"Hotdesk.me and their customers such as Barrington James (barringtonjames.com), Sarnac Partners (sarnacpartnertners.com), Hardman & Watson (hardmanandwatson.co.uk), Penspen (penspen.com), Perkins & Will (perkinswill.com), etc. We can't confirm if any...","17 FEB, 2023 23:15 UTC",22681,Published,الإمارات العربية المتحدة,"Technology, Information and Internet",,,,,,,,,,,,,,,,,
582,fikes.com,"https://www.fikes.com/ COMMERCIAL CLEANING & FACILITY MAINTENANCE SERVICES There are many moving parts to make sure a business runs successfully, and cleanliness is the most important one. When you are looking for facility maintenance services, you...","17 FEB, 2023 13:36 UTC",20799,Published,United States,Facilities Services,,,,,,,,,,,,,,,,,
583,cordfinancial.com,"Our Story – ATM Services Nationwide Provider of Innovative Solutions: ATM Services & Products In 2001, CORD Financial Services was founded by The FIKES Companies. With a small staff and hard work, CORD quickly gained success in central Texas. Throu...","17 FEB, 2023 13:33 UTC",21212,Published,,,,,,,,,,,,,,,,,,,
584,royallepage.ca,"Since 1913, Royal LePage has been helping Canadians buy and sell their homes and supporting communities Quebec City branch","16 FEB, 2023 19:24 UTC",24330,Published,Canada,Real Estate,,,,,,,,,,,,,,,,,
585,ziapueblo.org,"The Pueblo of Zia has operated a contemporary court since 2007. It is a court of general jurisdiction and oversees criminal and civil hearings. Currently the Court staff consists of a Chief Judge (part-time), a court clerk and a part time probation o...","16 FEB, 2023 19:21 UTC",12922,Published,United States,Government Administration,,,,,,,,,,,,,,,,,
586,vitrox.com,"ViTrox Corporation Berhad (MYX: 0097) is a Malaysian based electronics company located at Penang, Malaysia. Vitrox specializes in designing and developing automated vision inspection system and equipment testers for the semiconductor and electronic p...","16 FEB, 2023 19:19 UTC",21282,Published,Malaysia,"Appliances, Electrical, and Electronics Manufacturing",,,,,,,,,,,,,,,,,
587,coreautomation.com,500 mb private info,"16 FEB, 2023 11:20 UTC",20902,Published,Ελλάς,Automation Machinery Manufacturing,,,,,,,,,,,,,,,,,
588,piercetransit.org,"Pierce Transit is proud to serve our community as Pierce County’s local public transportation service. In 2019 we provided more than 9 million rides to people headed to work, medical appointments, entertainment, grocery shopping, visits with friends...","15 FEB, 2023 13:26 UTC",35341,Published,United States,Truck Transportation,,,,,,,,,,,,,,,,,
589,nationallocums.co.uk,"We’re a locum agency run on family values, helping doctors, nurses and AHPs find the best opportunities in the NHS and independent hospitals. We’re passionate about placing high calibre healthcare professionals to provide the best quality of care to...","15 FEB, 2023 08:14 UTC",37661,Published,United Kingdom,Staffing and Recruiting,,,,,,,,,,,,,,,,,
590,myerspower.com,myerspower.com labriegroup.com mielectric.com aeti.com these four companies were in the same domain! all their networks were encrypted root:gear$N0stra* aeti\admin:_NYt7~St]ye' root:$a53ty! myersamerica\tadmin:$a53ty! myerspower:Xiw6zvbp37gx...,"14 FEB, 2023 20:51 UTC",20380,Published,United States,"Appliances, Electrical, and Electronics Manufacturing",,,,,,,,,,,,,,,,,
591,cefcostores.com,"WE ARE COMMITTED TO PROVIDING THE BEST CUSTOMER EXPERIENCE. At CEFCO Convenience Stores, we are committed to provide the best customer experience to every customer, every day, at every CEFCO Convenience Stores location. Whether you’re making a quick...","14 FEB, 2023 12:27 UTC",20765,Published,United States,Retail,,,,,,,,,,,,,,,,,
592,albanesi.com.ar,Grupo Albanesi is a business group that engages in the production of thermal electricity and the distribution of natural gas.,"14 FEB, 2023 09:56 UTC",22610,Published,,,,,,,,,,,,,,,,,,,
593,montibello.com,cosmetics and creams from spain,"14 FEB, 2023 09:54 UTC",23446,Published,España,Fabricación de productos de cuidado personal,,,,,,,,,,,,,,,,,
594,richardsind.com,"Richards Industrials is an industrial valve manufacturer located in Cincinnati, Ohio","14 FEB, 2023 09:51 UTC",20393,Published,United States,Industrial Machinery Manufacturing,,,,,,,,,,,,,,,,,
595,srf.com,"SRF Limited is a multi-business chemicals conglomerate engaged in the manufacturing of industrial and specialty intermediates. The company's business portfolio covers fluorochemicals, specialty chemicals, packaging films, technical textiles, coated a...","14 FEB, 2023 07:35 UTC",20835,Published,India,Chemical Manufacturing,,,,,,,,,,,,,,,,,
596,kboattorneys.com,"Organizations, groups of attorneys, and others across the country have recognized KBA’s attorneys in many different ways. Our attorneys are published and are invited to speak at conferences where thousands of attorneys from across America come to lea...","14 FEB, 2023 07:24 UTC",18252,Published,United States,Law Practice,,,,,,,,,,,,,,,,,
597,delawarelife.com,"Delaware Life Insurance Company is a leading provider of annuity and life insurance products in the United States. The company was established in connection with the purchase by Delaware Life Holdings, LLC of the domestic U.S. annuity business and ce...","14 FEB, 2023 07:20 UTC",16320,Published,,,,,,,,,,,,,,,,,,,
598,trudi.it,"Trudi si accorge di essere un marchio forte, con un’importante riconoscibilità, capace di trasmettere valori ed emozioni. Trudi non è più solo sinonimo di peluche, ma è in grado di lanciare sul mercato proprie licenze, con importanti partner che ne c...","13 FEB, 2023 22:35 UTC",22185,Published,,,,,,,,,,,,,,,,,,,
599,blackandwhitecabs.com.au,"Dear management! change the negotiator, the conditions he offers are very funny! Cheap, fast and reliable Taxi and Cab services in Brisbane, Perth, Toowoomba, Redcliffe, Maryborough and Mandurah.","13 FEB, 2023 22:31 UTC",12214,Published,Australia,Travel Arrangements,,,,,,,,,,,,,,,,,
600,semsinc.net,"SEMS is a regional environmental management firm with a national reach. Our decades of experience have positioned us to help you navigate complex projects in highly regulated industries. Our team has the training, experience, and expertise to deliver...","13 FEB, 2023 11:30 UTC",21219,Published,United States,Environmental Services,,,,,,,,,,,,,,,,,
601,tucsoneyecare.com,"Tucson Eye Care is committed to integrating the latest technology into our practice to provide compassionate, state-of-the-art eye care to our patients.","13 FEB, 2023 10:36 UTC",19961,Published,United States,Medical Practices,,,,,,,,,,,,,,,,,
602,laganscg.com,"Lagan Specialist Contracting | Civil Engineering, Construction, Aviation Infrastructure, Piling, Plant Hire, M&E, Fit… Lagan Airport Mainenance Ltd Home About Specialist Services Responsibilities News Careers Contact Our Companies Our Mission To be a...","13 FEB, 2023 07:07 UTC",20746,Published,United Kingdom,Construction,,,,,,,,,,,,,,,,,
603,mdstrucking.com,"MDS Logistics is a full-service, third-party Logistics Provider specializing in all phases of transportation management for our customers. MDS Logistics' primary focus is to reduce the customer's total transportation expense, resulting in improvement...","13 FEB, 2023 07:04 UTC",20069,Published,United States,International Trade and Development,,,,,,,,,,,,,,,,,
604,menziesaviation.com,"Home - Menzies We value your privacy We use cookies to enhance your browsing experience, serve personalized ads or content, and analyze our traffic. By clicking ""Accept All"", you consent to our use of cookies. Customize Reject All Accept All Customiz...","13 FEB, 2023 07:00 UTC",20271,Published,United Kingdom,Airlines and Aviation,,,,,,,,,,,,,,,,,
605,prinovaglobal.com,Prinova Ecommerce Experience Shop hundreds of ingredients for distribution online 1. Access pricing to 400+ ingredient SKUs 2. Receive delivered pricing in real-time 3. Execute shipments to your door online 4. Track order status 5. Download TDS and S...,"13 FEB, 2023 06:57 UTC",19869,Published,United Kingdom,Food and Beverage Services,,,,,,,,,,,,,,,,,
606,mhstech.com,fire protection systems,"12 FEB, 2023 19:20 UTC",22607,Published,United States,Construction,,,,,,,,,,,,,,,,,
607,ppinvestors.com,"Founded in 2002, Phoenix Property Investors (“Phoenix”) is an experienced, independently-owned and managed private equity real estate investment group, with a fully integrated investment, project management and asset management platform in Asia. INV...","12 FEB, 2023 19:17 UTC",23042,Published,Zambia,Real Estate,,,,,,,,,,,,,,,,,
608,wilsonart.co.th,"Wilsonart is a global manufacturer and distributor of High Pressure Laminates and other engineered composite materials, used in furniture, office and retail space, countertops, worktops and other applications. Headquartered in Temple, Texas, Wilsonar...","12 FEB, 2023 19:11 UTC",22707,Published,United States,Wholesale Building Materials,,,,,,,,,,,,,,,,,
609,olsenlawgroup.com,"At Olsen Law Group, we believe that life’s too short to be weighed down by legal issues. We’re here to help. They don't keep your documents safe at all","12 FEB, 2023 19:09 UTC",19663,Published,United States,Law Practice,,,,,,,,,,,,,,,,,
610,lhermite-agri.com,"lhermite-agri.com Lhermite Agri | Vente de matériel agricole neuf et d'occasion en Ile-de-France, Normandie, région Centre et Pays de la Loire.","12 FEB, 2023 19:04 UTC",19311,Published,France,Wholesale,,,,,,,,,,,,,,,,,
611,covermeinsurance.com,"Michael J Poller founded Cover Me Insurance Agency in 1999 and primarily operates in the commercial auto Insurance industry within the Insurance Agents, Brokers and Service sector. Michael has over 45 year experience in the commercial insurance indus...","12 FEB, 2023 14:07 UTC",19753,Published,United States,Insurance,,,,,,,,,,,,,,,,,
612,mrkpc.com,"Mullin, P.C. is a Dallas-based full-service commercial law firm representing clients in Texas, the U.S., and internationally. Our firm brings together an exceptionally talented group of attorneys with focused experience and knowledge in franchising,...","12 FEB, 2023 14:03 UTC",19467,Published,United States,Law Practice,,,,,,,,,,,,,,,,,
613,cassaragionieri.it,Associazione Cassa Nazionale di Previdenza ed Assistenza a favore dei Ragionieri e Periti Commerciali Thanks to our work with this company. In our hands is a huge amount of private data. Mail correspondence is not subject to disclosure. Contract...,"09 FEB, 2023 15:26 UTC",29882,Published,,Servizi finanziari,,,,,,,,,,,,,,,,,
614,arcessex.org,"The service provider of choice for individuals with IDD, their families and community, we welcome the opportunity to show you that when it comes to your provider you should expect more. Everyone deserves the best, and we deliver on that expectation e...","09 FEB, 2023 10:09 UTC",21143,Published,United States,Individual and Family Services,,,,,,,,,,,,,,,,,
615,maysecc.com,"Mayse Construction is a Construction company located in 8011 Hixson Pike, Hixson, Tennessee, United States. Since 1985 the company has been providing Sewer Line Construction.","07 FEB, 2023 09:29 UTC",19239,Published,United States,Construction,,,,,,,,,,,,,,,,,
616,transports-feuillet.fr,"Transports Feuillet SA is a company that operates in the Transportation/Trucking/Railroad industry. The company is headquartered in Dagneux, Auvergne Rhone Alpes, France. As a result of our successful work with this company. We have a large amount...","07 FEB, 2023 08:48 UTC",43962,Published,France,Transport routier,,,,,,,,,,,,,,,,,
617,interpaving.com,"Interpaving Limited is a privately held company formed in 1972. The company's head office is located in Sudbury, Ontario, with a regional office in Timmins, Ontario. The company specializes in site servicing, paving, concrete sidewalk and curbs, exca...","07 FEB, 2023 08:21 UTC",18723,Published,Canada,Construction,,,,,,,,,,,,,,,,,
618,adamjeeinsurance.com,"Adamjee Insurance Company Limited (AICL) is one of the largest general insurance company adamjee insurance auto insurance quotes and anonymous ballpark estimates to help protect you, your family and your automobile. Insurance and financial products i...","06 FEB, 2023 15:36 UTC",22124,Published,پاکستان,Insurance,,,,,,,,,,,,,,,,,
619,ckfinc.com,"At CKF Inc. we are taking current events very seriously. The safety of our customers, our vendors, and our employees is our top priority. We are doing everything we can to provide a safe environment during these difficult times.","06 FEB, 2023 15:33 UTC",22004,Published,United States,Food and Beverage Services,,,,,,,,,,,,,,,,,
620,hildinganders.com,"Hilding Anders is a SLEEP company within the health and wellness industry, offering a wide array of products that help people sleep better. As a team of close to 10 000 individuals based across Europe, Russia and Asia, the team at Hilding Anders is d...","06 FEB, 2023 15:26 UTC",21821,Published,Sverige,Furniture and Home Furnishings Manufacturing,,,,,,,,,,,,,,,,,
621,hkri.com,"HKR International Limited, an investment holding company, invests in, develops, and manages real estate properties in Hong Kong, Macau, Mainland China, Japan, and South East Asia. It operates through five segments: Property Development, Property Inve...","06 FEB, 2023 13:54 UTC",22044,Published,,,,,,,,,,,,,,,,,,,
622,phihong.com.tw,"Phihong Technology Co., Ltd. manufactures and sells power supply products in Taiwan and internationally. The company offers power adaptors, power over Ethernet products, EV chargers, and worksite radios for personal electronics, networking, POS, smal...","06 FEB, 2023 09:03 UTC",20522,Published,United States,Manufacturing,,,,,,,,,,,,,,,,,
623,bplawyers.co.id,"BP Lawyers Corporate Law Firms merupakan Konsultan Hukum Indonesia, Jasa Pembuatan Kontrak Kerja Bisnis di Jakarta Terbaik, Berpengalaman dan Profesional.","05 FEB, 2023 08:57 UTC",23012,Published,Australia,Law Practice,,,,,,,,,,,,,,,,,
624,virtuosgames.com,"Founded in 2004, Virtuos is a leading content production company specializing in video game development and art production. With operations across Asia, North America, and Europe, we are home to over 3,500 full-time professionals. Virtuos is on a mi...","03 FEB, 2023 21:08 UTC",22266,Published,Singapore,Computer Games,,,,,,,,,,,,,,,,,
625,urmgroup.com.au,"URM provides the highest quality of waste and recovery solutions available in Australia for corporate accounts and household clients. Our Services For over 45 years, we've been exceeding customer expectations. Over 275 million commercial and resident...","31 JAN, 2023 18:19 UTC",23305,Published,United States,Business Consulting and Services,,,,,,,,,,,,,,,,,
626,guardiananalytics.com,"Founded in 2005, Guardian Analytics is the pioneer and leading provider of behavioral analytics and machine learning solutions for preventing banking fraud and anti-money laundering. We are the first fraud prevention solution to use behavior-based an...","03 FEB, 2023 00:44 UTC",22327,Published,United States,Computer and Network Security,,,,,,,,,,,,,,,,,
627,fabricatedpipe.com,"Fabricated Pipe inc. is dedicated to providing superior value to our clients, stockholders, vendors, employees and community through the production and sale of quality pipe fabrication services.","02 FEB, 2023 22:43 UTC",20586,Published,United States,Fabricated Metal Products,,,,,,,,,,,,,,,,,
628,pharmagestao.com.br,"Due to the growth of the Preo Baixo pharmacy network, Pharma Gesto Servios was created with the purpose of supporting the accounting, tax, financial and corporate management of franchisees.","01 FEB, 2023 14:16 UTC",20342,Published,,,,,,,,,,,,,,,,,,,
629,nexuspoint.com,"Nexus Point was founded with the objective of generating superior long-term returns by making control investments in Asia, particularly in Greater China. Nexus Point targets high quality companies with strong growth prospects in the consumer, healthc...","31 JAN, 2023 06:41 UTC",19610,Published,,,,,,,,,,,,,,,,,,,
630,geraardsbergen.be,"Geraardsbergen is a city and municipality located in the Denderstreek and in the Flemish Ardennes, the hilly southern part of the Belgian province of East Flanders. The municipality comprises the city of Geraardsbergen proper and the following towns:...","31 JAN, 2023 01:01 UTC",22469,Published,België / Belgique / Belgien,,,,,,,,,,,,,,,,,,
631,parkavedoors.com,"PARK AVENUE DOOR AND HARDWARE, INC. (PADH) is a leading manufacturer in the Tri-State area of New York, New Jersey, Connecticut, and surronding places for the past 15 years with a large inventory of hollow metal doors & frames; architectural and pref...","31 JAN, 2023 00:56 UTC",20981,Published,United States,Wholesale Building Materials,,,,,,,,,,,,,,,,,
632,tcels.or.th,ทีเซลส์ (TCELS) ร่วมกับ RISE ประกาศผลทีมผ่านเข้ารอบ โครงการ TCELS x RISE Accelerator 2022 23 February 2022,"31 JAN, 2023 00:52 UTC",20925,Published,ประเทศไทย,Wellness and Fitness Services,,,,,,,,,,,,,,,,,
633,2cara.fr,"Vous voulez nous rencontrer pour faire évoluer la gestion de votre entreprise ou parler d'un projet de création ? Vous voulez mieux connaître nos services, nos tarifs ? Laissez-nous vos coordonnées et nous reprendrons contact sans délai. Les champs m...","31 JAN, 2023 00:48 UTC",21521,Published,France,Comptabilité,,,,,,,,,,,,,,,,,
634,transportsn.com,"Sébastien Brodeur and his team have been offering their services to manufacturing and production businesses since 1997. Present in the corridors of Quebec and Ontario 24 hours a day, 7 days a week. Transport SN distinguishes itself by its drive to in...","30 JAN, 2023 21:16 UTC",19790,Published,Singapore,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
635,cantinatollo.it,"VIGNETI A PERGOLA COME GIARDINI, CHE SI ESTENDONO PER 2.500 ETTARI IN UN TERRITORIO IDEALE, DA SEMPRE VOCATO ALLA PRODUZIONE VITIVINICOLA. I nostri vigneti si estendono su una superficie di 2.500 ettari, dalle colline del litorale fino alle pend...","30 JAN, 2023 12:18 UTC",25082,Published,Italia,Beverage Manufacturing,,,,,,,,,,,,,,,,,
